msgSize,totalTime,reqSendTime,reqReceiveTime,reqTotalTime,resSendTime,resReceiveTime,resTotalTime
128,851,1663594610598,1663594611447,849,1663594611447,1663594611449,2
128,940,1663594611770,1663594612709,939,1663594612709,1663594612710,1
128,798,1663594613045,1663594613842,797,1663594613842,1663594613843,1
128,1066,1663594614122,1663594615187,1065,1663594615187,1663594615188,1
128,795,1663594615492,1663594616285,793,1663594616285,1663594616287,2
128,865,1663594616571,1663594617434,863,1663594617434,1663594617436,2
128,837,1663594617727,1663594618563,836,1663594618563,1663594618564,1
128,613,1663594618859,1663594619471,612,1663594619471,1663594619472,1
128,784,1663594619722,1663594620505,783,1663594620505,1663594620506,1
128,891,1663594620754,1663594621643,889,1663594621643,1663594621645,2
128,872,1663594621965,1663594622829,864,1663594622829,1663594622837,8
128,851,1663594623172,1663594624022,850,1663594624022,1663594624023,1
128,891,1663594624309,1663594625197,888,1663594625197,1663594625200,3
128,818,1663594625506,1663594626322,816,1663594626322,1663594626324,2
128,802,1663594626624,1663594627425,801,1663594627425,1663594627426,1
256,2065,1663594640468,1663594642532,2064,1663594642532,1663594642533,1
